Offender_ID,Victim_ID,FIR_ID,Relationship_Type
OFF01068,VIC00881,FIR01620,Direct Involvement
OFF01217,VIC02631,FIR01621,Known Associate
OFF02000,VIC01892,FIR01622,Direct Involvement
OFF00593,VIC02209,FIR01623,Direct Involvement
OFF00729,VIC01005,FIR01624,Direct Involvement
OFF01436,VIC00716,FIR01625,Known Associate
OFF01708,VIC00318,FIR01626,Known Associate
OFF01104,VIC02783,FIR01627,Known Associate
OFF01157,VIC00396,FIR01628,Known Associate
OFF00219,VIC00085,FIR01629,Known Associate
OFF01483,VIC00266,FIR01630,Repeat Offender
OFF00665,VIC00354,FIR01631,Direct Involvement
OFF01009,VIC00533,FIR01632,Repeat Offender
OFF00209,VIC01455,FIR01633,Repeat Offender
OFF00388,VIC02529,FIR01634,Known Associate
OFF01897,VIC00255,FIR01635,Direct Involvement
OFF01348,VIC02743,FIR01636,Known Associate
OFF01614,VIC00190,FIR01637,Known Associate
OFF00641,VIC00263,FIR01638,Known Associate
OFF00309,VIC00456,FIR01639,Known Associate
OFF00845,VIC00294,FIR01640,Known Associate
OFF00655,VIC02233,FIR01641,Direct Involvement
OFF00064,VIC01666,FIR01642,Repeat Offender
OFF00679,VIC02996,FIR01643,Repeat Offender
OFF00878,VIC01107,FIR01644,Direct Involvement
OFF01001,VIC00752,FIR01645,Direct Involvement
OFF00233,VIC02971,FIR01646,Direct Involvement
OFF01400,VIC02602,FIR01647,Known Associate
OFF01396,VIC00264,FIR01648,Known Associate
OFF00995,VIC00087,FIR01649,Direct Involvement
OFF01166,VIC00363,FIR01650,Direct Involvement
OFF00690,VIC00620,FIR01651,Direct Involvement
OFF00866,VIC00641,FIR01652,Known Associate
OFF00186,VIC02224,FIR01653,Direct Involvement
OFF01328,VIC01294,FIR01654,Direct Involvement
OFF00108,VIC00241,FIR01655,Known Associate
OFF01720,VIC00731,FIR01656,Direct Involvement
OFF00379,VIC01145,FIR01657,Known Associate
OFF00495,VIC00562,FIR01658,Known Associate
OFF00990,VIC01638,FIR01659,Repeat Offender
OFF01247,VIC02416,FIR01660,Direct Involvement
OFF01493,VIC01971,FIR01661,Direct Involvement
OFF00814,VIC02352,FIR01662,Direct Involvement
OFF01873,VIC02681,FIR01663,Direct Involvement
OFF00346,VIC01252,FIR01664,Repeat Offender
OFF01665,VIC00094,FIR01665,Repeat Offender
OFF01156,VIC00858,FIR01666,Known Associate
OFF01405,VIC02480,FIR01667,Direct Involvement
OFF01668,VIC00271,FIR01668,Direct Involvement
OFF00313,VIC01246,FIR01669,Direct Involvement
OFF00272,VIC02308,FIR01670,Direct Involvement
OFF01539,VIC00333,FIR01671,Repeat Offender
OFF00714,VIC00195,FIR01672,Repeat Offender
OFF01128,VIC02432,FIR01673,Repeat Offender
OFF00684,VIC01602,FIR01674,Direct Involvement
OFF00857,VIC01854,FIR01675,Known Associate
OFF00155,VIC02213,FIR01676,Direct Involvement
OFF01220,VIC01895,FIR01677,Known Associate
OFF01777,VIC00774,FIR01678,Known Associate
OFF01927,VIC01679,FIR01679,Repeat Offender
OFF00289,VIC00362,FIR01680,Repeat Offender
OFF00614,VIC01289,FIR01681,Direct Involvement
OFF01396,VIC02516,FIR01682,Repeat Offender
OFF01636,VIC00799,FIR01683,Known Associate
OFF00211,VIC01837,FIR01684,Direct Involvement
OFF01742,VIC01473,FIR01685,Direct Involvement
OFF01090,VIC00359,FIR01686,Direct Involvement
OFF00175,VIC02146,FIR01687,Direct Involvement
OFF00384,VIC00122,FIR01688,Repeat Offender
OFF01411,VIC01541,FIR01689,Known Associate
OFF00642,VIC00347,FIR01690,Repeat Offender
OFF01945,VIC02837,FIR01691,Repeat Offender
OFF01398,VIC02013,FIR01692,Repeat Offender
OFF00485,VIC00203,FIR01693,Known Associate
OFF01373,VIC02598,FIR01694,Direct Involvement
OFF01986,VIC01672,FIR01695,Repeat Offender
OFF01318,VIC02998,FIR01696,Repeat Offender
OFF00905,VIC01740,FIR01697,Repeat Offender
OFF00577,VIC02892,FIR01698,Direct Involvement
OFF01541,VIC02397,FIR01699,Known Associate
OFF01845,VIC02120,FIR01700,Repeat Offender
OFF00598,VIC01426,FIR01701,Direct Involvement
OFF00051,VIC01746,FIR01702,Repeat Offender
OFF00656,VIC01830,FIR01703,Repeat Offender
OFF00989,VIC00902,FIR01704,Repeat Offender
OFF00063,VIC02288,FIR01705,Known Associate
OFF01319,VIC00181,FIR01706,Direct Involvement
OFF01457,VIC00338,FIR01707,Known Associate
OFF00808,VIC00237,FIR01708,Repeat Offender
OFF00771,VIC00101,FIR01709,Known Associate
OFF00296,VIC00209,FIR01710,Known Associate
OFF00963,VIC00393,FIR01711,Known Associate
OFF01195,VIC00762,FIR01712,Repeat Offender
OFF01177,VIC01981,FIR01713,Direct Involvement
OFF01501,VIC00997,FIR01714,Known Associate
OFF00397,VIC02769,FIR01715,Direct Involvement
OFF00914,VIC01799,FIR01716,Direct Involvement
OFF00318,VIC02066,FIR01717,Known Associate
OFF00815,VIC00225,FIR01718,Repeat Offender
OFF01970,VIC01348,FIR01719,Direct Involvement
OFF00552,VIC00644,FIR01720,Direct Involvement
OFF00301,VIC00044,FIR01721,Known Associate
OFF01907,VIC00055,FIR01722,Known Associate
OFF00446,VIC01034,FIR01723,Known Associate
OFF01766,VIC00210,FIR01724,Repeat Offender
OFF01589,VIC00792,FIR01725,Repeat Offender
OFF00694,VIC00590,FIR01726,Direct Involvement
OFF00206,VIC02169,FIR01727,Direct Involvement
OFF01056,VIC00735,FIR01728,Known Associate
OFF00238,VIC01124,FIR01729,Known Associate
OFF00521,VIC00267,FIR01730,Repeat Offender
OFF00272,VIC00226,FIR01731,Repeat Offender
OFF01404,VIC01273,FIR01732,Direct Involvement
OFF00350,VIC00084,FIR01733,Known Associate
OFF01706,VIC01037,FIR01734,Repeat Offender
OFF00801,VIC02085,FIR01735,Repeat Offender
OFF00564,VIC01782,FIR01736,Known Associate
OFF01423,VIC00388,FIR01737,Known Associate
OFF00065,VIC01590,FIR01738,Direct Involvement
OFF00529,VIC02114,FIR01739,Direct Involvement
OFF01634,VIC01372,FIR01740,Direct Involvement
OFF01170,VIC02882,FIR01741,Known Associate
OFF01019,VIC00652,FIR01742,Direct Involvement
OFF01955,VIC02132,FIR01743,Repeat Offender
OFF00188,VIC01024,FIR01744,Known Associate
OFF00365,VIC00167,FIR01745,Known Associate
OFF01396,VIC00445,FIR01746,Repeat Offender
OFF00425,VIC00835,FIR01747,Repeat Offender
OFF00354,VIC01210,FIR01748,Direct Involvement
OFF00517,VIC02445,FIR01749,Repeat Offender
OFF01431,VIC02027,FIR01750,Direct Involvement
OFF01181,VIC00039,FIR01751,Known Associate
OFF00290,VIC01224,FIR01752,Direct Involvement
OFF01147,VIC02335,FIR01753,Repeat Offender
OFF01673,VIC02981,FIR01754,Direct Involvement
OFF00068,VIC01925,FIR01755,Direct Involvement
OFF01079,VIC01826,FIR01756,Known Associate
OFF00996,VIC00424,FIR01757,Direct Involvement
OFF00851,VIC02554,FIR01758,Repeat Offender
OFF00635,VIC01110,FIR01759,Known Associate
OFF01265,VIC00805,FIR01760,Repeat Offender
OFF01790,VIC02010,FIR01761,Known Associate
OFF00532,VIC01165,FIR01762,Repeat Offender
OFF00320,VIC01760,FIR01763,Direct Involvement
OFF01757,VIC02967,FIR01764,Direct Involvement
OFF01519,VIC01870,FIR01765,Direct Involvement
OFF01909,VIC00471,FIR01766,Known Associate
OFF01353,VIC00029,FIR01767,Direct Involvement
OFF01929,VIC00730,FIR01768,Direct Involvement
OFF00524,VIC00521,FIR01769,Known Associate
OFF00143,VIC01505,FIR01770,Known Associate
OFF00003,VIC01426,FIR01771,Known Associate
OFF01222,VIC01569,FIR01772,Direct Involvement
OFF00211,VIC01918,FIR01773,Repeat Offender
OFF01301,VIC02131,FIR01774,Direct Involvement
OFF01214,VIC01193,FIR01775,Direct Involvement
OFF01180,VIC01248,FIR01776,Direct Involvement
OFF00415,VIC02133,FIR01777,Direct Involvement
OFF01892,VIC02254,FIR01778,Direct Involvement
OFF01475,VIC02224,FIR01779,Direct Involvement
OFF00864,VIC00552,FIR01780,Known Associate
OFF01638,VIC01221,FIR01781,Repeat Offender
OFF00244,VIC00592,FIR01782,Repeat Offender
OFF00564,VIC01662,FIR01783,Known Associate
OFF01285,VIC00354,FIR01784,Repeat Offender
OFF01484,VIC01108,FIR01785,Repeat Offender
OFF00362,VIC01150,FIR01786,Known Associate
OFF01595,VIC00716,FIR01787,Known Associate
OFF01220,VIC00402,FIR01788,Direct Involvement
OFF01379,VIC01527,FIR01789,Direct Involvement
OFF01503,VIC02949,FIR01790,Repeat Offender
OFF01869,VIC02264,FIR01791,Direct Involvement
OFF01342,VIC00029,FIR01792,Repeat Offender
OFF01517,VIC02607,FIR01793,Direct Involvement
OFF01297,VIC02460,FIR01794,Direct Involvement
OFF00113,VIC02797,FIR01795,Direct Involvement
OFF00296,VIC02360,FIR01796,Direct Involvement
OFF00345,VIC01699,FIR01797,Repeat Offender
OFF01512,VIC01779,FIR01798,Known Associate
OFF01437,VIC01433,FIR01799,Known Associate
OFF01118,VIC00930,FIR01800,Repeat Offender
OFF01396,VIC02570,FIR01801,Repeat Offender
OFF00705,VIC00382,FIR01802,Known Associate
OFF01155,VIC01391,FIR01803,Repeat Offender
OFF01704,VIC01768,FIR01804,Direct Involvement
OFF00631,VIC00017,FIR01805,Direct Involvement
OFF00383,VIC02178,FIR01806,Direct Involvement
OFF01287,VIC01353,FIR01807,Known Associate
OFF01842,VIC02088,FIR01808,Repeat Offender
OFF01786,VIC00366,FIR01809,Known Associate
OFF00473,VIC00341,FIR01810,Known Associate
OFF00347,VIC01486,FIR01811,Repeat Offender
OFF01528,VIC01463,FIR01812,Repeat Offender
OFF00468,VIC01008,FIR01813,Repeat Offender
OFF00823,VIC01011,FIR01814,Direct Involvement
OFF01511,VIC02699,FIR01815,Repeat Offender
OFF01351,VIC01484,FIR01816,Direct Involvement
OFF00199,VIC00469,FIR01817,Direct Involvement
OFF00315,VIC00402,FIR01818,Known Associate
OFF00200,VIC02931,FIR01819,Direct Involvement
OFF01612,VIC00415,FIR01820,Direct Involvement
OFF00228,VIC02368,FIR01821,Direct Involvement
OFF01960,VIC02412,FIR01822,Known Associate
OFF01413,VIC02673,FIR01823,Known Associate
OFF01742,VIC01499,FIR01824,Known Associate
OFF00705,VIC02072,FIR01825,Direct Involvement
OFF00754,VIC02453,FIR01826,Known Associate
OFF00985,VIC02340,FIR01827,Direct Involvement
OFF01040,VIC02616,FIR01828,Known Associate
OFF00064,VIC02806,FIR01829,Known Associate
OFF01319,VIC02418,FIR01830,Direct Involvement
OFF01424,VIC01881,FIR01831,Known Associate
OFF01186,VIC02685,FIR01832,Known Associate
OFF00693,VIC01167,FIR01833,Known Associate
OFF00719,VIC02681,FIR01834,Known Associate
OFF01343,VIC02737,FIR01835,Direct Involvement
OFF00968,VIC01819,FIR01836,Repeat Offender
OFF01566,VIC00989,FIR01837,Direct Involvement
OFF01450,VIC00374,FIR01838,Known Associate
OFF00445,VIC01353,FIR01839,Direct Involvement
OFF01933,VIC01834,FIR01840,Known Associate
OFF00845,VIC01294,FIR01841,Direct Involvement
OFF00919,VIC00564,FIR01842,Direct Involvement
OFF01520,VIC00787,FIR01843,Known Associate
OFF01132,VIC01740,FIR01844,Repeat Offender
OFF00218,VIC01437,FIR01845,Repeat Offender
OFF01929,VIC00652,FIR01846,Known Associate
OFF00010,VIC01521,FIR01847,Direct Involvement
OFF00193,VIC02631,FIR01848,Direct Involvement
OFF00308,VIC02943,FIR01849,Direct Involvement
OFF01660,VIC02536,FIR01850,Known Associate
OFF01436,VIC00701,FIR01851,Repeat Offender
OFF01203,VIC01878,FIR01852,Repeat Offender
OFF00655,VIC02106,FIR01853,Known Associate
OFF01901,VIC01159,FIR01854,Known Associate
OFF00920,VIC00438,FIR01855,Known Associate
OFF01971,VIC02880,FIR01856,Known Associate
OFF00110,VIC02909,FIR01857,Direct Involvement
OFF01245,VIC02541,FIR01858,Known Associate
OFF00299,VIC01820,FIR01859,Direct Involvement
OFF01405,VIC01604,FIR01860,Direct Involvement
OFF00080,VIC00964,FIR01861,Direct Involvement
OFF01994,VIC02154,FIR01862,Repeat Offender
OFF00777,VIC00163,FIR01863,Repeat Offender
OFF00973,VIC02440,FIR01864,Repeat Offender
OFF01726,VIC01306,FIR01865,Repeat Offender
OFF00317,VIC00661,FIR01866,Direct Involvement
OFF00176,VIC02092,FIR01867,Known Associate
OFF01280,VIC01755,FIR01868,Repeat Offender
OFF01907,VIC01830,FIR01869,Known Associate
OFF00767,VIC00322,FIR01870,Direct Involvement
OFF01067,VIC02597,FIR01871,Known Associate
OFF00574,VIC02064,FIR01872,Repeat Offender
OFF01100,VIC01687,FIR01873,Repeat Offender
OFF00218,VIC00276,FIR01874,Direct Involvement
OFF00966,VIC00390,FIR01875,Direct Involvement
OFF01930,VIC00344,FIR01876,Known Associate
OFF00975,VIC00489,FIR01877,Repeat Offender
OFF00966,VIC02953,FIR01878,Known Associate
OFF01575,VIC00304,FIR01879,Known Associate
OFF00447,VIC01992,FIR01880,Repeat Offender
OFF00085,VIC00649,FIR01881,Known Associate
OFF01478,VIC00946,FIR01882,Repeat Offender
OFF01148,VIC00365,FIR01883,Repeat Offender
OFF01984,VIC00245,FIR01884,Known Associate
OFF01063,VIC01227,FIR01885,Known Associate
OFF00710,VIC00339,FIR01886,Direct Involvement
OFF00869,VIC02184,FIR01887,Direct Involvement
OFF01494,VIC01434,FIR01888,Direct Involvement
OFF00617,VIC01362,FIR01889,Repeat Offender
OFF01540,VIC01006,FIR01890,Repeat Offender
OFF00658,VIC00508,FIR01891,Repeat Offender
OFF01440,VIC02988,FIR01892,Direct Involvement
OFF00960,VIC01317,FIR01893,Direct Involvement
OFF01081,VIC02898,FIR01894,Direct Involvement
OFF01745,VIC01033,FIR01895,Known Associate
OFF01983,VIC02903,FIR01896,Known Associate
OFF01558,VIC01606,FIR01897,Direct Involvement
OFF01365,VIC00689,FIR01898,Known Associate
OFF01183,VIC02526,FIR01899,Repeat Offender
OFF01796,VIC02709,FIR01900,Direct Involvement
OFF00039,VIC02795,FIR01901,Known Associate
OFF00936,VIC01997,FIR01902,Known Associate
OFF01483,VIC02338,FIR01903,Direct Involvement
OFF01800,VIC02259,FIR01904,Direct Involvement
OFF00552,VIC01297,FIR01905,Direct Involvement
OFF00866,VIC02344,FIR01906,Known Associate
OFF00969,VIC00883,FIR01907,Repeat Offender
OFF00341,VIC01295,FIR01908,Direct Involvement
OFF00805,VIC02070,FIR01909,Repeat Offender
OFF01467,VIC02221,FIR01910,Repeat Offender
OFF01377,VIC01538,FIR01911,Direct Involvement
OFF01843,VIC01333,FIR01912,Known Associate
OFF00417,VIC00700,FIR01913,Known Associate
OFF00415,VIC02116,FIR01914,Repeat Offender
OFF01441,VIC00686,FIR01915,Repeat Offender
OFF01875,VIC00614,FIR01916,Repeat Offender
OFF01489,VIC00178,FIR01917,Direct Involvement
OFF01435,VIC02536,FIR01918,Repeat Offender
OFF00650,VIC00930,FIR01919,Direct Involvement
OFF00373,VIC01211,FIR01920,Direct Involvement
OFF01383,VIC02593,FIR01921,Direct Involvement
OFF01761,VIC02199,FIR01922,Known Associate
OFF01698,VIC01133,FIR01923,Known Associate
OFF00455,VIC01789,FIR01924,Known Associate
OFF00328,VIC01692,FIR01925,Repeat Offender
OFF01992,VIC00749,FIR01926,Repeat Offender
OFF01346,VIC00010,FIR01927,Direct Involvement
OFF00988,VIC02738,FIR01928,Direct Involvement
OFF01290,VIC00824,FIR01929,Direct Involvement
OFF01124,VIC00184,FIR01930,Direct Involvement
OFF01957,VIC01733,FIR01931,Direct Involvement
OFF01653,VIC00658,FIR01932,Known Associate
OFF01950,VIC01461,FIR01933,Direct Involvement
OFF00594,VIC01990,FIR01934,Known Associate
OFF01422,VIC02846,FIR01935,Direct Involvement
OFF00277,VIC00924,FIR01936,Direct Involvement
OFF01677,VIC00348,FIR01937,Repeat Offender
OFF00493,VIC00180,FIR01938,Known Associate
OFF00589,VIC02647,FIR01939,Repeat Offender
OFF01261,VIC01772,FIR01940,Repeat Offender
OFF01240,VIC01682,FIR01941,Direct Involvement
OFF00638,VIC01288,FIR01942,Known Associate
OFF00111,VIC00733,FIR01943,Repeat Offender
OFF00374,VIC00964,FIR01944,Known Associate
OFF00777,VIC02740,FIR01945,Known Associate
OFF01628,VIC02531,FIR01946,Known Associate
OFF01824,VIC02870,FIR01947,Known Associate
OFF01791,VIC00722,FIR01948,Known Associate
OFF00238,VIC02397,FIR01949,Known Associate
OFF01326,VIC00082,FIR01950,Repeat Offender
OFF01238,VIC00932,FIR01951,Known Associate
OFF01700,VIC01647,FIR01952,Direct Involvement
OFF01739,VIC01284,FIR01953,Known Associate
OFF01527,VIC01705,FIR01954,Known Associate
OFF01736,VIC01323,FIR01955,Repeat Offender
OFF00697,VIC02931,FIR01956,Direct Involvement
OFF00982,VIC00006,FIR01957,Direct Involvement
OFF00447,VIC01119,FIR01958,Known Associate
OFF01304,VIC00678,FIR01959,Repeat Offender
OFF00832,VIC00064,FIR01960,Known Associate
OFF01286,VIC02611,FIR01961,Repeat Offender
OFF00844,VIC01400,FIR01962,Direct Involvement
OFF00718,VIC00831,FIR01963,Repeat Offender
OFF01984,VIC02365,FIR01964,Repeat Offender
OFF01312,VIC01341,FIR01965,Direct Involvement
OFF00502,VIC02632,FIR01966,Known Associate
OFF00134,VIC02820,FIR01967,Repeat Offender
OFF01041,VIC01015,FIR01968,Direct Involvement
OFF01872,VIC00413,FIR01969,Repeat Offender
OFF01218,VIC00230,FIR01970,Repeat Offender
OFF00093,VIC02127,FIR01971,Repeat Offender
OFF00821,VIC00802,FIR01972,Known Associate
OFF01107,VIC01433,FIR01973,Repeat Offender
OFF01179,VIC00630,FIR01974,Known Associate
OFF00923,VIC02718,FIR01975,Repeat Offender
OFF01639,VIC01601,FIR01976,Direct Involvement
OFF01779,VIC01421,FIR01977,Direct Involvement
OFF00544,VIC01675,FIR01978,Known Associate
OFF01072,VIC01732,FIR01979,Direct Involvement
OFF01477,VIC01118,FIR01980,Direct Involvement
OFF01813,VIC00595,FIR01981,Repeat Offender
OFF02000,VIC01692,FIR01982,Repeat Offender
OFF00560,VIC02631,FIR01983,Repeat Offender
OFF01524,VIC02054,FIR01984,Known Associate
OFF01888,VIC02381,FIR01985,Direct Involvement
OFF00091,VIC02064,FIR01986,Known Associate
OFF00030,VIC00025,FIR01987,Direct Involvement
OFF01928,VIC02808,FIR01988,Direct Involvement
OFF00346,VIC02348,FIR01989,Direct Involvement
OFF00396,VIC02806,FIR01990,Direct Involvement
OFF01663,VIC02033,FIR01991,Repeat Offender
OFF00630,VIC00159,FIR01992,Known Associate
OFF00371,VIC00548,FIR01993,Repeat Offender
OFF00510,VIC00815,FIR01994,Direct Involvement
OFF00043,VIC02972,FIR01995,Direct Involvement
OFF00988,VIC02528,FIR01996,Direct Involvement
OFF00044,VIC02663,FIR01997,Direct Involvement
OFF01155,VIC00277,FIR01998,Repeat Offender
OFF00432,VIC02056,FIR01999,Known Associate
OFF00171,VIC01064,FIR02000,Repeat Offender
OFF00254,VIC01384,FIR02001,Repeat Offender
OFF01880,VIC00590,FIR02002,Direct Involvement
OFF00968,VIC00460,FIR02003,Direct Involvement
OFF00421,VIC02934,FIR02004,Repeat Offender
OFF00521,VIC01286,FIR02005,Direct Involvement
OFF01008,VIC01846,FIR02006,Direct Involvement
OFF00775,VIC01440,FIR02007,Known Associate
OFF01959,VIC00415,FIR02008,Direct Involvement
OFF00626,VIC00810,FIR02009,Repeat Offender
OFF01226,VIC00841,FIR02010,Repeat Offender
OFF00185,VIC01513,FIR02011,Repeat Offender
OFF01498,VIC02933,FIR02012,Direct Involvement
OFF00275,VIC00735,FIR02013,Repeat Offender
OFF01882,VIC02730,FIR02014,Repeat Offender
OFF00164,VIC02101,FIR02015,Repeat Offender
OFF01753,VIC00916,FIR02016,Known Associate
OFF01667,VIC01051,FIR02017,Known Associate
OFF00131,VIC02029,FIR02018,Repeat Offender
OFF00058,VIC00962,FIR02019,Known Associate
OFF00678,VIC02855,FIR02020,Repeat Offender
OFF01981,VIC00656,FIR02021,Repeat Offender
OFF01587,VIC00228,FIR02022,Repeat Offender
OFF00163,VIC00385,FIR02023,Direct Involvement
OFF01772,VIC02790,FIR02024,Known Associate
OFF00282,VIC00904,FIR02025,Repeat Offender
OFF00013,VIC02937,FIR02026,Repeat Offender
OFF01138,VIC02088,FIR02027,Repeat Offender
OFF01262,VIC00967,FIR02028,Repeat Offender
OFF00361,VIC02295,FIR02029,Direct Involvement
OFF00710,VIC02891,FIR02030,Known Associate
OFF00858,VIC02393,FIR02031,Known Associate
OFF00225,VIC00153,FIR02032,Repeat Offender
OFF01518,VIC00824,FIR02033,Direct Involvement
OFF01592,VIC01460,FIR02034,Known Associate
OFF01185,VIC01533,FIR02035,Direct Involvement
OFF00095,VIC00710,FIR02036,Direct Involvement
OFF00577,VIC01145,FIR02037,Repeat Offender
OFF00678,VIC00437,FIR02038,Direct Involvement
OFF00657,VIC00911,FIR02039,Repeat Offender
OFF00150,VIC00228,FIR02040,Repeat Offender
OFF00474,VIC00706,FIR02041,Known Associate
OFF01991,VIC00884,FIR02042,Known Associate
OFF01516,VIC01303,FIR02043,Repeat Offender
OFF00815,VIC00132,FIR02044,Repeat Offender
OFF00632,VIC02118,FIR02045,Known Associate
OFF00184,VIC01308,FIR02046,Repeat Offender
OFF01635,VIC02633,FIR02047,Repeat Offender
OFF00848,VIC01188,FIR02048,Repeat Offender
OFF00494,VIC02720,FIR02049,Direct Involvement
OFF01486,VIC00806,FIR02050,Known Associate
OFF01004,VIC00389,FIR02051,Repeat Offender
OFF01854,VIC02264,FIR02052,Direct Involvement
OFF00822,VIC02503,FIR02053,Repeat Offender
OFF01514,VIC00024,FIR02054,Known Associate
OFF01083,VIC02793,FIR02055,Direct Involvement
OFF01190,VIC02298,FIR02056,Direct Involvement
OFF00040,VIC02709,FIR02057,Repeat Offender
OFF01431,VIC02067,FIR02058,Repeat Offender
OFF01008,VIC02720,FIR02059,Direct Involvement
OFF01425,VIC00205,FIR02060,Known Associate
OFF00305,VIC00137,FIR02061,Repeat Offender
OFF01846,VIC00744,FIR02062,Known Associate
OFF01103,VIC01867,FIR02063,Direct Involvement
OFF00623,VIC00308,FIR02064,Direct Involvement
OFF00545,VIC02292,FIR02065,Direct Involvement
OFF01087,VIC02397,FIR02066,Repeat Offender
OFF00307,VIC02173,FIR02067,Direct Involvement
OFF01935,VIC01293,FIR02068,Repeat Offender
OFF00402,VIC01983,FIR02069,Direct Involvement
OFF00287,VIC02822,FIR02070,Direct Involvement
OFF00681,VIC02289,FIR02071,Direct Involvement
OFF01419,VIC01841,FIR02072,Repeat Offender
OFF00427,VIC02020,FIR02073,Direct Involvement
OFF00054,VIC02883,FIR02074,Direct Involvement
OFF00883,VIC02540,FIR02075,Repeat Offender
OFF00017,VIC01754,FIR02076,Repeat Offender
OFF00839,VIC01094,FIR02077,Repeat Offender
OFF00629,VIC02348,FIR02078,Repeat Offender
OFF00131,VIC01087,FIR02079,Direct Involvement
OFF01072,VIC01791,FIR02080,Direct Involvement
OFF00008,VIC02306,FIR02081,Direct Involvement
OFF01826,VIC02486,FIR02082,Known Associate
OFF00390,VIC01582,FIR02083,Direct Involvement
OFF00900,VIC00605,FIR02084,Known Associate
OFF01669,VIC02819,FIR02085,Known Associate
OFF01857,VIC02276,FIR02086,Known Associate
OFF00551,VIC00853,FIR02087,Direct Involvement
OFF01320,VIC00044,FIR02088,Known Associate
OFF01108,VIC02299,FIR02089,Repeat Offender
OFF00008,VIC01660,FIR02090,Known Associate
